"Source_ID","Study_number","Study_name","Site_number","Site_name","Block","Use_intensity","Longitude","Latitude","Sample_start_earliest","Sample_end_latest","Diversity_metric_type","Predominant_land_use","SS","SSS","Total_abundance","Species_richness","Simpson_diversity","ChaoR","Richness_rarefied","Weighted_richness","LogSimpson","ForestCover"
"KS1_2013__Gould",1,"trap_wasp",347,"CL+00.2007.08.08","8","Cannot decide",-155.3116527601,19.8277906383,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 347",6,4,3.6,NA,NA,NA,1.28093384546206,0
"KS1_2013__Gould",1,"trap_wasp",348,"CL+00.2008.06.28","8","Cannot decide",-155.3116527601,19.8277906383,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 348",5,3,2.27272727272727,NA,NA,NA,0.82098055206983,0
"KS1_2013__Gould",1,"trap_wasp",349,"CL+00.2008.07.15","8","Cannot decide",-155.3116527601,19.8277906383,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 349",3,3,3,NA,NA,NA,1.09861228866811,0
"KS1_2013__Gould",1,"trap_wasp",350,"CL+00.2008.08.12","8","Cannot decide",-155.3116527601,19.8277906383,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 350",11,3,1.4578313253012,NA,NA,NA,0.376949937800143,0
"KS1_2013__Gould",1,"trap_wasp",400,"CL-01.2007.07.06a","8","Cannot decide",-155.3130493489,19.8273299192,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 400",9,5,3.85714285714286,NA,NA,NA,1.34992671694902,20
"KS1_2013__Gould",1,"trap_wasp",401,"CL-01.2007.07.06b","8","Cannot decide",-155.3130493489,19.8273299192,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 401",0,0,NA,NA,NA,NA,NA,20
"KS1_2013__Gould",1,"trap_wasp",402,"CL-01.2007.08.08","8","Cannot decide",-155.3130493489,19.8273299192,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 402",9,3,1.97560975609756,NA,NA,NA,0.680877087968131,20
"KS1_2013__Gould",1,"trap_wasp",403,"CL-01.2008.06.28","8","Cannot decide",-155.3130493489,19.8273299192,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 403",4,1,1,NA,NA,NA,0,20
"KS1_2013__Gould",1,"trap_wasp",404,"CL-01.2008.07.15","8","Cannot decide",-155.3130493489,19.8273299192,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 404",4,2,1.6,NA,NA,NA,0.470003629245736,20
"KS1_2013__Gould",1,"trap_wasp",405,"CL-01.2008.08.12","8","Cannot decide",-155.3130493489,19.8273299192,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 405",5,4,3.57142857142857,NA,NA,NA,1.27296567581289,20
"KS1_2013__Gould",1,"trap_wasp",406,"CL-02.2007.08.08","8","Cannot decide",-155.3088829013,19.8280162529,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 406",8,3,2.46153846153846,NA,NA,NA,0.90078654533819,73
"KS1_2013__Gould",1,"trap_wasp",407,"CL-02.2008.06.28","8","Cannot decide",-155.3088829013,19.8280162529,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 407",8,4,2.90909090909091,NA,NA,NA,1.06784063000136,73
"KS1_2013__Gould",1,"trap_wasp",408,"CL-02.2008.07.15","8","Cannot decide",-155.3088829013,19.8280162529,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 408",3,2,1.8,NA,NA,NA,0.587786664902119,73
"KS1_2013__Gould",1,"trap_wasp",409,"CL-02.2008.08.12","8","Cannot decide",-155.3088829013,19.8280162529,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 409",2,1,1,NA,NA,NA,0,73
"KS1_2013__Gould",1,"trap_wasp",410,"CM+00.2007.06.22","9","Cannot decide",-155.3265743646,19.800026157,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 410",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",411,"CM+00.2007.07.20","9","Cannot decide",-155.3265743646,19.800026157,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 411",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",412,"CM+00.2008.06.26","9","Cannot decide",-155.3265743646,19.800026157,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 412",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",413,"CM+00.2008.07.10","9","Cannot decide",-155.3265743646,19.800026157,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 413",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",414,"CM+00.2008.08.06","9","Cannot decide",-155.3265743646,19.800026157,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 414",5,2,1.47058823529412,NA,NA,NA,0.385662480811984,0
"KS1_2013__Gould",1,"trap_wasp",438,"CM-01.2007.06.22","9","Cannot decide",-155.3251198387,19.7999344669,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 438",1,1,1,NA,NA,NA,0,98
"KS1_2013__Gould",1,"trap_wasp",439,"CM-01.2007.07.20","9","Cannot decide",-155.3251198387,19.7999344669,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 439",6,4,3.6,NA,NA,NA,1.28093384546206,98
"KS1_2013__Gould",1,"trap_wasp",440,"CM-01.2008.07.10","9","Cannot decide",-155.3251198387,19.7999344669,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 440",7,2,1.32432432432432,NA,NA,NA,0.280902385466402,98
"KS1_2013__Gould",1,"trap_wasp",441,"CM-01.2008.08.06","9","Cannot decide",-155.3251198387,19.7999344669,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 441",15,3,2.77777777777778,NA,NA,NA,1.02165124753198,98
"KS1_2013__Gould",1,"trap_wasp",442,"CM-02.2007.06.22","9","Cannot decide",-155.3237486515,19.7998257857,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 442",1,1,1,NA,NA,NA,0,98
"KS1_2013__Gould",1,"trap_wasp",443,"CM-02.2007.07.20","9","Cannot decide",-155.3237486515,19.7998257857,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 443",7,1,1,NA,NA,NA,0,98
"KS1_2013__Gould",1,"trap_wasp",444,"CM-02.2008.06.26","9","Cannot decide",-155.3237486515,19.7998257857,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 444",8,2,1.28,NA,NA,NA,0.246860077931526,98
"KS1_2013__Gould",1,"trap_wasp",445,"CM-02.2008.07.10","9","Cannot decide",-155.3237486515,19.7998257857,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 445",5,2,1.92307692307692,NA,NA,NA,0.653926467406664,98
"KS1_2013__Gould",1,"trap_wasp",446,"CM-02.2008.08.06","9","Cannot decide",-155.3237486515,19.7998257857,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 446",5,3,2.77777777777778,NA,NA,NA,1.02165124753198,98
"KS1_2013__Gould",1,"trap_wasp",447,"CN+00.2007.07.18","10","Cannot decide",-155.3112953563,19.8453431696,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 447",25,3,2.32342007434944,NA,NA,NA,0.843040270134562,0
"KS1_2013__Gould",1,"trap_wasp",448,"CN+00.2007.08.10","10","Cannot decide",-155.3112953563,19.8453431696,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 448",21,2,1.8,NA,NA,NA,0.587786664902119,0
"KS1_2013__Gould",1,"trap_wasp",449,"CN+00.2008.07.08","10","Cannot decide",-155.3112953563,19.8453431696,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 449",10,3,2.38095238095238,NA,NA,NA,0.867500567704723,0
"KS1_2013__Gould",1,"trap_wasp",450,"CN+00.2008.07.27","10","Cannot decide",-155.3112953563,19.8453431696,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 450",40,4,1.44665461121157,NA,NA,NA,0.369253726145593,0
"KS1_2013__Gould",1,"trap_wasp",451,"CN+00.2008.08.08","10","Cannot decide",-155.3112953563,19.8453431696,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 451",9,3,1.97560975609756,NA,NA,NA,0.680877087968131,0
"KS1_2013__Gould",1,"trap_wasp",476,"CN-01.2007.07.18","10","Cannot decide",-155.3099262899,19.8454083282,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 476",6,2,1.38461538461538,NA,NA,NA,0.325422400434628,73
"KS1_2013__Gould",1,"trap_wasp",477,"CN-01.2007.08.10","10","Cannot decide",-155.3099262899,19.8454083282,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 477",5,1,1,NA,NA,NA,0,73
"KS1_2013__Gould",1,"trap_wasp",478,"CN-01.2008.07.08","10","Cannot decide",-155.3099262899,19.8454083282,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 478",12,2,1.38461538461538,NA,NA,NA,0.325422400434628,73
"KS1_2013__Gould",1,"trap_wasp",479,"CN-01.2008.07.27","10","Cannot decide",-155.3099262899,19.8454083282,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 479",22,2,1.09502262443439,NA,NA,NA,0.0907750246389335,73
"KS1_2013__Gould",1,"trap_wasp",480,"CN-01.2008.08.08","10","Cannot decide",-155.3099262899,19.8454083282,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 480",1,1,1,NA,NA,NA,0,73
"KS1_2013__Gould",1,"trap_wasp",481,"CN-02.2007.07.18","10","Cannot decide",-155.3084741812,19.8455062512,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 481",1,1,1,NA,NA,NA,0,37
"KS1_2013__Gould",1,"trap_wasp",482,"CN-02.2007.08.10","10","Cannot decide",-155.3084741812,19.8455062512,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 482",2,2,2,NA,NA,NA,0.693147180559945,37
"KS1_2013__Gould",1,"trap_wasp",483,"CN-02.2008.07.08","10","Cannot decide",-155.3084741812,19.8455062512,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 483",4,2,1.6,NA,NA,NA,0.470003629245736,37
"KS1_2013__Gould",1,"trap_wasp",484,"CN-02.2008.07.27","10","Cannot decide",-155.3084741812,19.8455062512,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 484",11,4,1.80597014925373,NA,NA,NA,0.591097926205775,37
"KS1_2013__Gould",1,"trap_wasp",485,"CP+00.2007.07.02","11","Cannot decide",-155.3142123484,19.8234258418,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 485",1,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",486,"CP+00.2007.08.01","11","Cannot decide",-155.3142123484,19.8234258418,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 486",20,4,3.50877192982456,NA,NA,NA,1.25526609871349,0
"KS1_2013__Gould",1,"trap_wasp",487,"CP+00.2008.06.26","11","Cannot decide",-155.3142123484,19.8234258418,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 487",4,2,1.6,NA,NA,NA,0.470003629245736,0
"KS1_2013__Gould",1,"trap_wasp",488,"CP+00.2008.07.31","11","Cannot decide",-155.3142123484,19.8234258418,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 488",9,3,1.58823529411765,NA,NA,NA,0.462623521948113,0
"KS1_2013__Gould",1,"trap_wasp",532,"CP-01.2007.07.02","11","Cannot decide",-155.312965842,19.8227148152,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 532",0,0,NA,NA,NA,NA,NA,79
"KS1_2013__Gould",1,"trap_wasp",533,"CP-01.2007.08.01","11","Cannot decide",-155.312965842,19.8227148152,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 533",5,3,2.27272727272727,NA,NA,NA,0.82098055206983,79
"KS1_2013__Gould",1,"trap_wasp",534,"CP-01.2008.07.31","11","Cannot decide",-155.312965842,19.8227148152,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 534",2,1,1,NA,NA,NA,0,79
"KS1_2013__Gould",1,"trap_wasp",535,"CP-01.2008.08.12","11","Cannot decide",-155.312965842,19.8227148152,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 535",11,3,1.7536231884058,NA,NA,NA,0.561684040999482,79
"KS1_2013__Gould",1,"trap_wasp",536,"CP-02.2007.07.02","11","Cannot decide",-155.3120344007,19.8218415612,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 536",4,2,1.6,NA,NA,NA,0.470003629245736,80
"KS1_2013__Gould",1,"trap_wasp",537,"CP-02.2007.08.01","11","Cannot decide",-155.3120344007,19.8218415612,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 537",5,1,1,NA,NA,NA,0,80
"KS1_2013__Gould",1,"trap_wasp",538,"CP-02.2008.06.26","11","Cannot decide",-155.3120344007,19.8218415612,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 538",3,1,1,NA,NA,NA,0,80
"KS1_2013__Gould",1,"trap_wasp",539,"CP-02.2008.07.31","11","Cannot decide",-155.3120344007,19.8218415612,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 539",2,2,2,NA,NA,NA,0.693147180559945,80
"KS1_2013__Gould",1,"trap_wasp",540,"CP-02.2008.08.02","11","Cannot decide",-155.3120344007,19.8218415612,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 540",2,1,1,NA,NA,NA,0,80
"KS1_2013__Gould",1,"trap_wasp",541,"CT+00.2007.07.04","12","Cannot decide",-155.3232411315,19.8108827821,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 541",8,3,2.13333333333333,NA,NA,NA,0.757685701697516,95
"KS1_2013__Gould",1,"trap_wasp",542,"CT+00.2007.08.01","12","Cannot decide",-155.3232411315,19.8108827821,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 542",0,0,NA,NA,NA,NA,NA,95
"KS1_2013__Gould",1,"trap_wasp",543,"CT+00.2008.06.30","12","Cannot decide",-155.3232411315,19.8108827821,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 543",0,0,NA,NA,NA,NA,NA,95
"KS1_2013__Gould",1,"trap_wasp",544,"CT+00.2008.07.17","12","Cannot decide",-155.3232411315,19.8108827821,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 544",1,1,1,NA,NA,NA,0,95
"KS1_2013__Gould",1,"trap_wasp",545,"CT+00.2008.07.22","12","Cannot decide",-155.3232411315,19.8108827821,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 545",4,3,2.66666666666667,NA,NA,NA,0.980829253011726,95
"KS1_2013__Gould",1,"trap_wasp",569,"CT-01.2007.07.04","12","Cannot decide",-155.3219012714,19.810631447,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 569",0,0,NA,NA,NA,NA,NA,98
"KS1_2013__Gould",1,"trap_wasp",570,"CT-01.2007.08.01","12","Cannot decide",-155.3219012714,19.810631447,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 570",4,2,2,NA,NA,NA,0.693147180559945,98
"KS1_2013__Gould",1,"trap_wasp",571,"CT-01.2008.07.17","12","Cannot decide",-155.3219012714,19.810631447,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 571",2,1,1,NA,NA,NA,0,98
"KS1_2013__Gould",1,"trap_wasp",572,"CT-01.2008.07.22","12","Cannot decide",-155.3219012714,19.810631447,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 572",2,1,1,NA,NA,NA,0,98
"KS1_2013__Gould",1,"trap_wasp",573,"CT-02.2007.07.04","12","Cannot decide",-155.3205858139,19.8109173173,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 573",1,1,1,NA,NA,NA,0,95
"KS1_2013__Gould",1,"trap_wasp",574,"CT-02.2007.08.01","12","Cannot decide",-155.3205858139,19.8109173173,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 574",5,2,1.47058823529412,NA,NA,NA,0.385662480811984,95
"KS1_2013__Gould",1,"trap_wasp",575,"GA+120.2007.07.11","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 575",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",576,"GA+120.2007.07.19","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 576",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",577,"GA+120.2008.07.08","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 577",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",578,"GA+120.2008.07.17","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 578",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",579,"GA+120.2008.08.06","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 579",1,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",580,"GA+240.2007.07.11","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 580",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",581,"GA+240.2007.07.19","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 581",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",582,"GA+240.2008.07.08","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 582",1,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",583,"GA+240.2008.07.17","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 583",4,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",584,"GA+240.2008.08.06","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 584",1,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",585,"GA+360.2007.07.11","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 585",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",586,"GA+360.2007.07.19","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 586",13,8,7.34782608695652,NA,NA,NA,1.99440449899392,0
"KS1_2013__Gould",1,"trap_wasp",587,"GA+360.2008.07.08","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 587",6,2,1.38461538461538,NA,NA,NA,0.325422400434628,0
"KS1_2013__Gould",1,"trap_wasp",588,"GA+360.2008.07.17","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 588",4,3,2.66666666666667,NA,NA,NA,0.980829253011726,0
"KS1_2013__Gould",1,"trap_wasp",589,"GA+360.2008.08.06","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 589",4,3,2.66666666666667,NA,NA,NA,0.980829253011726,0
"KS1_2013__Gould",1,"trap_wasp",590,"GA+center.2007.07.11","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 590",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",591,"GA+center.2007.07.19","13","Cannot decide",-155.332229746047,19.7921797028181,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 591",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",592,"GA+center.2008.07.08","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 592",1,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",593,"GA+center.2008.07.17","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 593",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",594,"GA+center.2008.08.06","13","Cannot decide",-155.332229746047,19.7921797028181,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 594",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",595,"GB+120.2007.07.11","14","Cannot decide",-155.333170260135,19.8079393014395,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 595",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",596,"GB+120.2007.07.19","14","Cannot decide",-155.333170260135,19.8079393014395,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 596",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",597,"GB+120.2008.07.10","14","Cannot decide",-155.333170260135,19.8079393014395,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 597",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",598,"GB+120.2008.07.17","14","Cannot decide",-155.333170260135,19.8079393014395,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 598",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",599,"GB+120.2008.08.06","14","Cannot decide",-155.333170260135,19.8079393014395,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 599",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",600,"GB+240.2007.07.11","14","Cannot decide",-155.333170260135,19.8079393014395,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 600",3,2,1.8,NA,NA,NA,0.587786664902119,0
"KS1_2013__Gould",1,"trap_wasp",601,"GB+240.2007.07.19","14","Cannot decide",-155.333170260135,19.8079393014395,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 601",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",602,"GB+240.2008.07.10","14","Cannot decide",-155.333170260135,19.8079393014395,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 602",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",603,"GB+240.2008.07.17","14","Cannot decide",-155.333170260135,19.8079393014395,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 603",2,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",604,"GB+240.2008.08.06","14","Cannot decide",-155.333170260135,19.8079393014395,2008-06-01,2008-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 604",0,0,NA,NA,NA,NA,NA,0
"KS1_2013__Gould",1,"trap_wasp",605,"GB+360.2007.07.11","14","Cannot decide",-155.333170260135,19.8079393014395,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 605",4,2,1.6,NA,NA,NA,0.470003629245736,0
"KS1_2013__Gould",1,"trap_wasp",606,"GB+360.2007.07.19","14","Cannot decide",-155.333170260135,19.8079393014395,2007-06-01,2007-08-31,"Abundance","Pasture","KS1_2013__Gould 1","KS1_2013__Gould 1 606",0,0,NA,NA,NA,NA,NA,0
